GeneID	Symbol	Description	log10baseMean	log2FC
338094	FAM151A	family with sequence similarity 151 member A	2.486	1.416
100527960	MROH7-TTC4	MROH7-TTC4 readthrough (NMD candidate)	2.688	0.847
374977	MROH7	maestro heat like repeat family member 7	2.366	1.722
7268	TTC4	tetratricopeptide repeat domain 4	2.486	0.373
25973	PARS2	prolyl-tRNA synthetase 2, mitochondrial	2.108	0.841
55001	TTC22	tetratricopeptide repeat domain 22	2.91	1.197
163747	LEXM	lymphocyte expansion molecule	1.236	0.861
255738	PCSK9	proprotein convertase subtilisin/kexin type 9	2.737	-1.231
1600	DAB1	DAB adaptor protein 1	1.499	-0.866
115209	OMA1	OMA1 zinc metallopeptidase	2.689	0.28
105378751	LOC105378751	uncharacterized LOC105378751	1.201	-1.298
101926907	LOC101926907	uncharacterized LOC101926907	1.647	0.542
105378753	LINC02777	long intergenic non-protein coding RNA 2777	1.555	0.696
55277	FGGY	FGGY carbohydrate kinase domain containing	2.405	0.619
51361	HOOK1	hook microtubule tethering protein 1	3.022	0.577
1573	CYP2J2	cytochrome P450 family 2 subfamily J member 2	2.87	1.427
105378763	LINC01748	long intergenic non-protein coding RNA 1748	1.018	0.926
10207	PATJ	PATJ crumbs cell polarity complex component	3.197	0.896
163782	KANK4	KN motif and ankyrin repeat domains 4	1.818	1.694
84938	ATG4C	autophagy related 4C cysteine peptidase	2.477	-0.309
100996301	FOXD3-AS1	FOXD3 antisense RNA 1	1.526	-0.661
27022	FOXD3	forkhead box D3	1.717	-1.2
29929	ALG6	ALG6 alpha-1,3-glucosyltransferase	2.575	0.179
84455	EFCAB7	EF-hand calcium binding domain 7	2.089	-0.302
5236	PGM1	phosphoglucomutase 1	3.362	0.956
57685	CACHD1	cache domain containing 1	2.344	-0.762
55225	RAVER2	ribonucleoprotein, PTB binding 2	3.174	0.842
3716	JAK1	Janus kinase 1	3.558	-0.747
54741	LEPROT	leptin receptor overlapping transcript	3.321	-0.471
5142	PDE4B	phosphodiesterase 4B	3.146	-1.201
84251	SGIP1	SH3GL interacting endocytic adaptor 1	2.422	-2.217
200132	DYNLT5	dynein light chain Tctex-type family member 5	1.461	-1.076
10022	INSL5	insulin like 5	2.165	3.985
79819	DNAI4	dynein axonemal intermediate chain 4	2.266	1.411
23169	SLC35D1	solute carrier family 35 member D1	3.138	0.482
3595	IL12RB2	interleukin 12 receptor subunit beta 2	1.82	-1.058
1647	GADD45A	growth arrest and DNA damage inducible alpha	3.337	-0.45
9077	DIRAS3	DIRAS family GTPase 3	1.589	-0.441
55631	LRRC40	leucine rich repeat containing 40	2.524	-0.368
9295	SRSF11	serine and arginine rich splicing factor 11	3.686	-0.465
204962	SLC44A5	solute carrier family 44 member 5	1.94	1.022
34	ACADM	acyl-CoA dehydrogenase medium chain	3.062	0.418
692085	SNORD45C	small nucleolar RNA, C/D box 45C	0.932	-0.936
26805	SNORD45A	small nucleolar RNA, C/D box 45A	1.205	-0.683
256435	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	2.18	-0.804
81849	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	1.942	-0.658
10026	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	2.791	-0.486
23032	USP33	ubiquitin specific peptidase 33	3.119	-0.218
374987	NEXN-AS1	NEXN antisense RNA 1	1.376	-1.202
91624	NEXN	nexilin F-actin binding protein	3.01	-0.425
8880	FUBP1	far upstream element binding protein 1	3.228	-0.256
11080	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	3.013	-0.929
54810	GIPC2	GIPC PDZ domain containing family member 2	2.966	0.81
5737	PTGFR	prostaglandin F receptor	2.22	-1.729
10964	IFI44L	interferon induced protein 44 like	2.556	-1.371
10561	IFI44	interferon induced protein 44	2.776	-1.004
64123	ADGRL4	adhesion G protein-coupled receptor L4	2.902	-2.009
23266	ADGRL2	adhesion G protein-coupled receptor L2	3.028	-1.431
5567	PRKACB	protein kinase cAMP-activated catalytic subunit beta	3.339	0.429
148418	SAMD13	sterile alpha motif domain containing 13	2.477	1.554
58511	DNASE2B	deoxyribonuclease 2 beta	1.026	1.345
100505741	SPATA1	spermatogenesis associated 1	1.792	-0.281
1486	CTBS	chitobiase	2.745	-0.459
105378819	LOC105378819	uncharacterized LOC105378819	1.032	-0.711
255231	MCOLN2	mucolipin TRP cation channel 2	2.984	0.677
55283	MCOLN3	mucolipin TRP cation channel 3	1.879	0.927
148423	C1orf52	chromosome 1 open reading frame 52	2.95	-0.275
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	3.397	0.654
107985054	LOC107985054		1.078	-1.403
3491	CCN1	cellular communication network factor 1	4.096	-1.113
57489	ODF2L	outer dense fiber of sperm tails 2 like	2.961	-0.536
1179	CLCA1	chloride channel accessory 1	4.391	1.323
105378827	LOC105378827	uncharacterized LOC105378827	1.66	2.139
51100	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	3.433	-0.319
9403	SELENOF	selenoprotein F	3.496	-0.211
9653	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	2.892	-0.383
8543	LMO4	LIM domain only 4	2.992	-0.594
494115	RBMXL1	RBMX like 1	2.67	-0.323
105378841	LOC105378841	uncharacterized LOC105378841	1.831	-1.456
2633	GBP1	guanylate binding protein 1	3.223	-2.149
2634	GBP2	guanylate binding protein 2	3.318	-1.226
112268267	LOC112268267	uncharacterized LOC112268267	2.716	-1.821
115361	GBP4	guanylate binding protein 4	3.061	-1.829
115362	GBP5	guanylate binding protein 5	2.993	-2.77
400759	GBP1P1	guanylate binding protein 1 pseudogene 1	1.774	-2.37
23507	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	2.721	-0.404
84230	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	2.799	-1.419
400761	LRRC8C-DT	LRRC8C divergent transcript	1.175	-0.763
105378849	LOC105378849	uncharacterized LOC105378849	1.177	2.025
107985088	LOC107985088	uncharacterized LOC107985088	2.057	2.241
8317	CDC7	cell division cycle 7	2.402	-0.363
253152	EPHX4	epoxide hydrolase 4	1.334	-1.814
79871	RPAP2	RNA polymerase II associated protein 2	2.738	-0.205
6125	RPL5	ribosomal protein L5	4.371	0.374
388650	DIPK1A	divergent protein kinase domain 1A	2.645	-0.377
50999	TMED5	transmembrane p24 trafficking protein 5	3.279	-0.454
1810	DR1	down-regulator of transcription 1	3.154	-0.254
8412	BCAR3	BCAR3 adaptor protein, NSP family member	2.832	0.4
30836	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	3.154	-0.248
2730	GCLM	glutamate-cysteine ligase modifier subunit	2.694	-0.392
9411	ARHGAP29	Rho GTPase activating protein 29	2.895	-1.5
5825	ABCD3	ATP binding cassette subfamily D member 3	3.207	0.527
2152	F3	coagulation factor III, tissue factor	3.341	-1.106
101928079	SLC44A3-AS1	SLC44A3 antisense RNA 1	2.35	0.756
126969	SLC44A3	solute carrier family 44 member 3	3.064	1.246
1266	CNN3	calponin 3	3.513	-0.741
148534	TLCD4	TLC domain containing 4	2.689	0.818
25950	RWDD3	RWD domain containing 3	2.42	0.295
58155	PTBP2	polypyrimidine tract binding protein 2	2.756	-0.508
1806	DPYD	dihydropyrimidine dehydrogenase	2.757	-1.026
100873932	DPYD-AS1	DPYD antisense RNA 1	1.145	-0.929
51375	SNX7	sorting nexin 7	2.984	0.766
9890	PLPPR4	phospholipid phosphatase related 4	1.744	-1.076
54873	PALMD	palmdelphin	2.625	-1.673
391059	FRRS1	ferric chelate reductase 1	2.605	0.738
23443	SLC35A3	solute carrier family 35 member A3	3.434	0.56
64645	MFSD14A	major facilitator superfamily domain containing 14A	2.995	-0.705
163786	SASS6	SAS-6 centriolar assembly protein	2.504	-0.366
1629	DBT	dihydrolipoamide branched chain transacylase E2	2.808	0.229
7412	VCAM1	vascular cell adhesion molecule 1	2.927	-1.264
2135	EXTL2	exostosin like glycosyltransferase 2	2.506	-0.388
148867	SLC30A7	solute carrier family 30 member 7	2.731	-0.733
51611	DPH5	diphthamide biosynthesis 5	2.905	-0.198
101928334	LOC101928334	uncharacterized LOC101928334	1.417	-1.893
101928370	S1PR1-DT	S1PR1 divergent transcript	1.472	-1.801
1901	S1PR1	sphingosine-1-phosphate receptor 1	3.099	-1.506
1301	COL11A1	collagen type XI alpha 1 chain	1.456	-1.949
280	AMY2B	amylase alpha 2B	2.724	0.603
279	AMY2A	amylase alpha 2A	1.653	0.527
276	AMY1A	amylase alpha 1A	1.437	0.804
277	AMY1B	amylase alpha 1B	1.452	0.806
278	AMY1C	amylase alpha 1C	1.435	0.796
10451	VAV3	vav guanine nucleotide exchange factor 3	3.171	1.112
113802	HENMT1	HEN methyltransferase 1	2.381	0.383
55119	PRPF38B	pre-mRNA processing factor 38B	3.364	-0.221
22911	WDR47	WD repeat domain 47	2.533	-0.606
6884	TAF13	TATA-box binding protein associated factor 13	2.507	-0.485
677766	SCARNA2	small Cajal body-specific RNA 2	1.844	1.456
57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	3.439	0.817
6301	SARS1	seryl-tRNA synthetase 1	3.553	0.259
6272	SORT1	sortilin 1	3.348	0.251
284612	SYPL2	synaptophysin like 2	1.505	-1.001
127002	ATXN7L2	ataxin 7 like 2	2.334	-0.577
284613	CYB561D1	cytochrome b561 family member D1	2.538	0.308
57463	AMIGO1	adhesion molecule with Ig like domain 1	2.155	0.386
2773	GNAI3	G protein subunit alpha i3	3.32	-0.312
271	AMPD2	adenosine monophosphate deaminase 2	3.114	-0.398
2948	GSTM4	glutathione S-transferase mu 4	3.007	1.032
2946	GSTM2	glutathione S-transferase mu 2	2.985	0.659
2944	GSTM1	glutathione S-transferase mu 1	2.697	1.034
2949	GSTM5	glutathione S-transferase mu 5	2.225	0.606
2947	GSTM3	glutathione S-transferase mu 3	2.774	0.504
79574	EPS8L3	EPS8 like 3	3.693	1.186
1435	CSF1	colony stimulating factor 1	3.31	-0.5
64783	RBM15	RNA binding motif protein 15	2.674	-0.307
9122	SLC16A4	solute carrier family 16 member 4	2.193	-1.293
101410535	LAMTOR5-AS1	LAMTOR5 antisense RNA 1	0.905	0.57
3737	KCNA2	potassium voltage-gated channel subfamily A member 2	1.808	-0.988
3738	KCNA3	potassium voltage-gated channel subfamily A member 3	2.737	-1.422
963	CD53	CD53 molecule	3.278	-0.66
55791	LRIF1	ligand dependent nuclear receptor interacting factor 1	2.397	-0.352
1117	CHI3L2	chitinase 3 like 2	2.717	-3.409
128344	PIFO	primary cilia formation	1.25	-0.665
79084	WDR77	WD repeat domain 77	2.983	0.284
515	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	3.742	0.708
128346	C1orf162	chromosome 1 open reading frame 162	2.617	-0.344
57413	TMIGD3	transmembrane and immunoglobulin domain containing 3	1.972	-1.387
5906	RAP1A	RAP1A, member of RAS oncogene family	3.268	-0.286
107985184	LOC107985184	uncharacterized LOC107985184	1.431	-0.543
55924	INKA2	inka box actin regulator 2	2.399	-0.793
3752	KCND3	potassium voltage-gated channel subfamily D member 3	2.532	-1.278
643355	LINC01750	long intergenic non-protein coding RNA 1750	1.192	-0.876
55917	CTTNBP2NL	CTTNBP2 N-terminal like	3.027	-0.292
829	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1	3.538	-0.347
100996702	LINC01356	long intergenic non-protein coding RNA 1356	0.937	0.583
6566	SLC16A1	solute carrier family 16 member 1	3.267	0.961
100506392	SLC16A1-AS1	SLC16A1 antisense RNA 1	1.522	-0.737
9860	LRIG2	leucine rich repeats and immunoglobulin like domains 2	2.929	0.309
260425	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	2.878	0.502
10745	PHTF1	putative homeodomain transcription factor 1	2.537	-0.889
440603	BCL2L15	BCL2 like 15	3.275	1.096
10717	AP4B1	adaptor related protein complex 4 subunit beta 1	2.976	0.364
64858	DCLRE1B	DNA cross-link repair 1B	2.389	-0.48
204851	HIPK1	homeodomain interacting protein kinase 1	3.339	-0.57
270	AMPD1	adenosine monophosphate deaminase 1	2.334	1.485
10100	TSPAN2	tetraspanin 2	2.546	-0.872
55356	SLC22A15	solute carrier family 22 member 15	2.115	-0.58
126868	MAB21L3	mab-21 like 3	1.412	0.84
105378918	LOC105378918	uncharacterized LOC105378918	0.948	2.215
105378920	LOC105378920	uncharacterized LOC105378920	1.312	1.862
476	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	4.382	0.705
84852	ATP1A1-AS1	ATP1A1 antisense RNA 1	3.503	0.788
3321	IGSF3	immunoglobulin superfamily member 3	2.675	0.772
914	CD2	CD2 molecule	2.784	-0.634
9398	CD101	CD101 molecule	2.813	0.397
101929099	CD101-AS1	CD101 antisense RNA 1	1.501	0.642
80263	TRIM45	tripartite motif containing 45	2.17	0.457
10905	MAN1A2	mannosidase alpha class 1A member 2	3.072	-0.608
54855	TENT5C	terminal nucleotidyltransferase 5C	3.589	-0.804
101929147	WARS2-AS1	WARS2 antisense RNA 1	2.174	0.52
3284	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	1.756	3.083
644242	LINC00622	long intergenic non-protein coding RNA 622	1.063	-0.69
90874	ZNF697	zinc finger protein 697	2.23	-0.917
26227	PHGDH	phosphoglycerate dehydrogenase	2.678	-0.552
105378936	LOC105378936	replaced by ID 26227	1.442	-0.703
3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	4.126	2.741
83998	REG4	regenerating family member 4	3.607	-1.889
9554	SEC22B	SEC22 homolog B, vesicle trafficking protein	3.125	-0.404
728841	NBPF8	NBPF member 8	2.83	-0.381
767846	PFN1P2	profilin 1 pseudogene 2	1.465	-0.607
100996724	PDE4DIPP2	PDE4DIP pseudogene 2	2.721	-0.555
107985524	LOC107985524	uncharacterized LOC107985524	1.644	-0.457
101954264	RNVU1-4	RNA, variant U1 small nuclear 4	1.483	0.749
106479023	H3P4	H3 histone pseudogene 4	1.314	-0.929
2210	FCGR1BP	Fc gamma receptor Ib, pseudogene	1.64	-2.382
653464	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	2.451	-1.035
107985193	LOC107985193	uncharacterized LOC107985193	1.128	-0.757
338391	H2BP2	H2B histone pseudogene 2	1.251	-1.377
100132417	FCGR1CP	Fc gamma receptor Ic, pseudogene	1.558	-2.459
440686	H3-7	H3.7 histone (putative)	1.91	-1.036
100996712	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)	2.02	-1.216
284565	NBPF15	NBPF member 15	2.831	-0.434
647135	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	2.44	-1.099
105371312	LOC105371312	uncharacterized LOC105371312	1.72	-0.773
101929780	NBPF25P	NBPF member 25, pseudogene	2.414	0.201
5174	PDZK1	PDZ domain containing 1	1.778	0.978
11126	CD160	CD160 molecule	1.663	1.004
10623	POLR3C	RNA polymerase III subunit C	2.82	0.141
10401	PIAS3	protein inhibitor of activated STAT 3	2.695	-0.549
8515	ITGA10	integrin subunit alpha 10	2.215	-1.407
8799	PEX11B	peroxisomal biogenesis factor 11 beta	2.779	0.306
105371260	LIX1L-AS1	LIX1L antisense RNA 1	2.402	-0.187
128077	LIX1L	limb and CNS expressed 1 like	2.879	-0.661
284615	ANKRD34A	ankyrin repeat domain 34A	1.509	-0.726
388677	NOTCH2NLA	notch 2 N-terminal like A	2.523	0.284
102724364	SEC22B4P	SEC22 homolog B4, pseudogene	2.466	-0.2
2330	FMO5	flavin containing dimethylaniline monoxygenase 5	3.011	1.074
51205	ACP6	acid phosphatase 6, lysophosphatidic	2.66	0.557
2702	GJA5	gap junction protein alpha 5	2.612	-1.25
100034743	PDZK1P1	PDZ domain containing 1 pseudogene 1	1.441	0.74
25832	NBPF14	NBPF member 14	2.899	0.209
100996763	NOTCH2NLB	notch 2 N-terminal like B	2.564	0.343
100996517	SEC22B3P	SEC22 homolog B3, pseudogene	2.265	-0.274
9659	PDE4DIP	phosphodiesterase 4D interacting protein	3.068	-0.421
653513	LOC653513	phosphodiesterase 4D interacting protein-like	1.611	-0.885
100996716	SEC22B2P	SEC22 homolog B2, pseudogene	2.281	-0.32
100996717	NOTCH2NLC	notch 2 N-terminal like C	2.528	0.324
57234	LINC00869	long intergenic non-protein coding RNA 869	2.454	0.42
2209	FCGR1A	Fc gamma receptor Ia	1.943	-2.286
440689	H2BC18	H2B clustered histone 18	1.988	-1.228
8337	H2AC18	H2A clustered histone 18	3.067	-0.747
723790	H2AC19	H2A clustered histone 19	3.067	-0.739
8349	H2BC21	H2B clustered histone 21	2.919	-0.729
8338	H2AC20	H2A clustered histone 20	2.261	-0.679
51027	BOLA1	bolA family member 1	2.358	0.378
9900	SV2A	synaptic vesicle glycoprotein 2A	2.115	-0.674
10262	SF3B4	splicing factor 3b subunit 4	3.137	0.473
10903	MTMR11	myotubularin related protein 11	3.357	1.446
51177	PLEKHO1	pleckstrin homology domain containing O1	3.087	-0.539
81611	ANP32E	acidic nuclear phosphoprotein 32 family member E	2.999	-0.432
23632	CA14	carbonic anhydrase 14	2.762	0.763
51107	APH1A	aph-1 homolog A, gamma-secretase subunit	3.529	0.368
79630	C1orf54	chromosome 1 open reading frame 54	2.343	-0.673
148523	CIART	circadian associated repressor of transcription	1.846	-1.231
80222	TARS2	threonyl-tRNA synthetase 2, mitochondrial	2.864	0.473
4170	MCL1	MCL1 apoptosis regulator, BCL2 family member	4.406	-0.44
2029	ENSA	endosulfine alpha	3.604	0.236
55204	GOLPH3L	golgi phosphoprotein 3 like	3.046	0.626
1513	CTSK	cathepsin K	3.34	-1.394
9869	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	3.006	0.156
8416	ANXA9	annexin A9	2.489	0.746
55793	MINDY1	MINDY lysine 48 deubiquitinase 1	2.855	0.4
58497	PRUNE1	prune exopolyphosphatase 1	2.664	0.204
149428	BNIPL	BCL2 interacting protein like	1.399	0.428
56882	CDC42SE1	CDC42 small effector 1	3.4	-0.329
126626	GABPB2	GA binding protein transcription factor subunit beta 2	2.939	0.374
29765	TMOD4	tropomodulin 4	1.346	0.85
6944	VPS72	vacuolar protein sorting 72 homolog	2.864	0.238
57592	ZNF687	zinc finger protein 687	2.872	0.198
5298	PI4KB	phosphatidylinositol 4-kinase beta	3.246	0.161
5993	RFX5	regulatory factor X5	3.091	-0.43
101927886	RFX5-AS1	RFX5 antisense RNA 1	1.133	-0.634
8991	SELENBP1	selenium binding protein 1	4.274	2.412
57530	CGN	cingulin	3.426	1.471
7286	TUFT1	tuftelin 1	2.979	1.023
51686	OAZ3	ornithine decarboxylase antizyme 3	2.101	-0.187
6097	RORC	RAR related orphan receptor C	2.816	1.429
100191040	C2CD4D	C2 calcium dependent domain containing 4D	1.849	0.812
6281	S100A10	S100 calcium binding protein A10	4.016	0.717
6282	S100A11	S100 calcium binding protein A11	3.495	-0.629
388697	HRNR	hornerin	1.108	-0.89
2312	FLG	filaggrin	1.159	-0.909
6280	S100A9	S100 calcium binding protein A9	3.548	-4.239
6283	S100A12	S100 calcium binding protein A12	2.54	-5.381
6279	S100A8	S100 calcium binding protein A8	3.378	-4.841
6275	S100A4	S100 calcium binding protein A4	3.305	-0.582
101928034	LOC101928034	uncharacterized LOC101928034	2.273	-0.784
6274	S100A3	S100 calcium binding protein A3	1.558	-2.46
140576	S100A16	S100 calcium binding protein A16	3.621	0.475
57402	S100A14	S100 calcium binding protein A14	3.807	1.201
26097	CHTOP	chromatin target of PRMT1	3.197	0.208
4881	NPR1	natriuretic peptide receptor 1	2.622	-1.221
27173	SLC39A1	solute carrier family 39 member 1	3.278	-0.384
148327	CREB3L4	cAMP responsive element binding protein 3 like 4	2.673	0.508
10899	JTB	jumping translocation breakpoint	3.607	0.33
5872	RAB13	RAB13, member RAS oncogene family	3.325	-0.68
6232	RPS27	ribosomal protein S27	4.284	0.495
9898	UBAP2L	ubiquitin associated protein 2 like	3.318	-0.167
57198	ATP8B2	ATPase phospholipid transporting 8B2	3.068	-1.068
126669	SHE	Src homology 2 domain containing E	2.921	-0.579
126668	TDRD10	tudor domain containing 10	2.069	-0.634
1141	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	3.186	-0.226
103	ADAR	adenosine deaminase RNA specific	3.52	-0.486
3782	KCNN3	potassium calcium-activated channel subfamily N member 3	2.618	-1.172
10654	PMVK	phosphomevalonate kinase	2.985	0.674
90780	PYGO2	pygopus family PHD finger 2	2.998	0.304
6464	SHC1	SHC adaptor protein 1	3.517	-0.735
1163	CKS1B	CDC28 protein kinase regulatory subunit 1B	2.705	0.416
80308	FLAD1	flavin adenine dinucleotide synthetase 1	2.948	0.362
51043	ZBTB7B	zinc finger and BTB domain containing 7B	3.531	0.948
127579	DCST2	DC-STAMP domain containing 2	2.087	1.003
149095	DCST1	DC-STAMP domain containing 1	1.641	0.581
100505666	DCST1-AS1	DCST1 antisense RNA 1	1.996	0.699
1945	EFNA4	ephrin A4	2.564	1.053
1944	EFNA3	ephrin A3	2.338	0.929
1942	EFNA1	ephrin A1	3.281	0.861
54344	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	2.862	0.619
4580	MTX1	metaxin 1	2.839	0.37
57657	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3	2.489	0.636
5313	PKLR	pyruvate kinase L/R	1.725	1.426
23623	RUSC1	RUN and SH3 domain containing 1	3.134	0.438
101929703	LOC101929703	uncharacterized LOC101929703	1.652	0.832
105371452	LOC105371452	uncharacterized LOC105371452	1.259	-0.359
55154	MSTO1	misato mitochondrial distribution and morphology regulator 1	2.823	-0.257
55249	YY1AP1	YY1 associated protein 1	3.233	0.161
100505728	LOC100505728	uncharacterized LOC100505728	1.425	-0.496
100129405	MSTO2P	misato family member 2, pseudogene	2.606	-0.244
23208	SYT11	synaptotagmin 11	2.778	-0.796
6016	RIT1	Ras like without CAAX 1	2.846	-0.496
339403	RXFP4	relaxin family peptide/INSL5 receptor 4	2.107	1.187
107985210	ARHGEF2-AS1	ARHGEF2 antisense RNA 1	1.247	0.978
107985208	LOC107985208		1.621	0.948
28956	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	2.986	0.529
57111	RAB25	RAB25, member RAS oncogene family	3.375	1.153
92312	MEX3A	mex-3 RNA binding family member A	1.897	-0.363
64218	SEMA4A	semaphorin 4A	2.958	-0.479
100527963	PMF1-BGLAP	PMF1-BGLAP readthrough	2.574	0.359
11243	PMF1	polyamine modulated factor 1	2.892	0.45
632	BGLAP	bone gamma-carboxyglutamate protein	1.643	0.845
84283	TMEM79	transmembrane protein 79	2.267	0.336
128240	NAXE	NAD(P)HX epimerase	3.172	0.548
105371453	BCAN-AS1	BCAN antisense RNA 1	2.574	0.458
10763	NES	nestin	3.143	-0.563
1382	CRABP2	cellular retinoic acid binding protein 2	1.956	-1.306
51093	METTL25B	methyltransferase like 25B	2.92	0.49
79590	MRPL24	mitochondrial ribosomal protein L24	3.103	0.577
